熟語,意味,ジャンル
十王,意味なし,none
十音,意味なし,none
十下,意味なし,none
十火,意味なし,none
十花,意味なし,none
十貝,意味なし,none
十学,意味なし,none
十気,意味なし,none
十九,じゅうく,number
十休,意味なし,none
十玉,意味なし,none
十金,意味なし,none
十空,意味なし,none
十月,じゅうがつ,number
十犬,意味なし,none
十見,意味なし,none
十五,じゅうご,number
十口,意味なし,none
十校,意味なし,none
十左,意味なし,none
十三,じゅうさん,number
十山,意味なし,none
十子,意味なし,none
十四,じゅうし,number
十糸,意味なし,none
十字,じゅうじ,number
十耳,意味なし,none
十七,じゅうしち,number
十車,意味なし,none
十手,意味なし,none
十出,意味なし,none
十女,意味なし,none
十小,意味なし,none
十上,意味なし,none
十森,意味なし,none
十人,じゅうにん,number
十水,意味なし,none
十正,意味なし,none
十生,意味なし,none
十青,意味なし,none
十夕,意味なし,none
十石,意味なし,none
十赤,意味なし,none
十千,意味なし,none
十川,意味なし,none
十先,意味なし,none
十早,意味なし,none
十草,意味なし,none
十足,意味なし,none
十村,意味なし,none
十大,意味なし,none
十男,意味なし,none
十竹,意味なし,none
十中,じゅっちゅう,general
十虫,意味なし,none
十町,意味なし,none
十天,意味なし,none
十田,意味なし,none
十土,意味なし,none
十二,じゅうに,number
十日,とおか,number
十入,意味なし,none
十年,意味なし,none
十白,意味なし,none
十八,じゅうはち,number
十百,意味なし,none
十文,意味なし,none
十木,意味なし,none
十本,じゅっぽん,number
十名,意味なし,none
十目,意味なし,none
十立,意味なし,none
十力,意味なし,none
十林,意味なし,none
十六,じゅうろく,number
出一,意味なし,none
出右,意味なし,none
出雨,意味なし,none
出円,意味なし,none
出王,意味なし,none
出音,意味なし,none
出下,意味なし,none
出火,しゅっか,general
出花,意味なし,none
出貝,意味なし,none
出学,意味なし,none
出気,意味なし,none
出九,意味なし,none
出休,意味なし,none
出玉,意味なし,none
出金,しゅっきん,general
出空,意味なし,none
出月,意味なし,none
出犬,意味なし,none
出見,意味なし,none
出五,意味なし,none
出口,でぐち,general
出校,意味なし,none
出左,意味なし,none
出三,意味なし,none
出山,でやま,surname
出子,意味なし,none
出四,意味なし,none
出糸,意味なし,none
出字,意味なし,none
出耳,意味なし,none
出七,意味なし,none
出車,意味なし,none
出手,意味なし,none
出十,意味なし,none
出女,意味なし,none
出小,意味なし,none
出上,意味なし,none
出森,意味なし,none
出人,しゅつにん,general
出水,でみず/洪水,general
出正,意味なし,none
出生,しゅっせい,general
出青,意味なし,none
出夕,意味なし,none
出石,意味なし,none
出赤,意味なし,none
出千,意味なし,none
出川,でがわ,surname
出先,でさき,general
出早,意味なし,none
出草,意味なし,none
出足,であし,general
出村,意味なし,none
出大,意味なし,none
出男,意味なし,none
出竹,意味なし,none
出中,意味なし,none
出虫,意味なし,none
出町,意味なし,none
出天,意味なし,none
出田,でた,surname
出土,しゅつど,general
出二,意味なし,none
出日,意味なし,none
出入,でいり,general
出年,意味なし,none
出白,意味なし,none
出八,意味なし,none
出百,意味なし,none
出文,意味なし,none
出木,意味なし,none
出本,意味なし,none
出名,意味なし,none
出目,でめ,general
出立,しゅったつ,general
出力,しゅつりょく,general
出林,意味なし,none
出六,意味なし,none
女一,意味なし,none
女右,意味なし,none
女雨,意味なし,none
女円,意味なし,none
女王,じょおう,general
女音,意味なし,none
女下,意味なし,none
女火,意味なし,none
女花,意味なし,none
女貝,意味なし,none
女学,意味なし,none
女気,意味なし,none
女九,意味なし,none
女休,意味なし,none
女玉,意味なし,none
女金,意味なし,none
女空,意味なし,none
女月,意味なし,none
女犬,意味なし,none
女見,意味なし,none
女五,意味なし,none
女口,意味なし,none
女校,意味なし,none
女左,意味なし,none
女三,意味なし,none
女山,おんなやま,surname
女子,じょし,general
女四,意味なし,none
女糸,意味なし,none
女字,意味なし,none
女耳,意味なし,none
女七,意味なし,none
女車,意味なし,none
女手,おんなで,general
女十,意味なし,none
女出,意味なし,none
女小,意味なし,none
女上,意味なし,none
女森,意味なし,none
女人,にょにん,general
女水,意味なし,none
女正,意味なし,none
女生,意味なし,none
女青,意味なし,none
女夕,意味なし,none
女石,意味なし,none
女赤,意味なし,none
女千,意味なし,none
女川,おながわ,surname
女先,意味なし,none
女早,意味なし,none
女草,意味なし,none
女足,意味なし,none
女村,意味なし,none
女大,意味なし,none
女男,意味なし,none
女竹,意味なし,none
女中,じょちゅう,general
女虫,意味なし,none
女町,意味なし,none
女天,意味なし,none
女田,おんなだ,surname
女土,意味なし,none
女二,意味なし,none
女日,意味なし,none
女入,意味なし,none
女年,意味なし,none
女白,意味なし,none
女八,意味なし,none
女百,意味なし,none
女文,意味なし,none
女木,意味なし,none
女本,意味なし,none
女名,意味なし,none
女目,意味なし,none
女立,意味なし,none
女力,意味なし,none
女林,意味なし,none
女六,意味なし,none
小一,意味なし,none
小右,意味なし,none
小雨,こさめ,general
小円,意味なし,none
小王,しょうおう,general
小音,しょうおん,general
小下,意味なし,none
小火,ぼや,general
小花,意味なし,none
小貝,意味なし,none
小学,しょうがく,general
小気,しょうき,general
小九,意味なし,none
小休,しょうきゅう,general
小玉,こだま,general
小金,こがね,general
小空,意味なし,none
小月,意味なし,none
小犬,こいぬ,general
小見,意味なし,none
小五,意味なし,none
小口,こぐち,general
小校,意味なし,none
小左,意味なし,none
小三,意味なし,none
小山,こやま,surname
小子,意味なし,none
小四,意味なし,none
小糸,意味なし,none
小字,こあざ,general
小耳,こみみ,general
小七,意味なし,none
小車,こぐるま,general
小手,こて,general
小十,意味なし,none
小出,こいで,surname
小女,こおんな,general
小上,意味なし,none
小森,意味なし,none
小人,こびと・しょうにん,general
小水,しょうすい,general
小正,意味なし,none
小生,意味なし,none
小青,意味なし,none
小夕,意味なし,none
小石,こいし,general
小赤,意味なし,none
小千,意味なし,none
小川,おがわ,surname
小先,意味なし,none
小早,意味なし,none
小草,意味なし,none
小足,こあし,general
小村,意味なし,none
小大,意味なし,none
小男,こおとこ,general
小竹,意味なし,none
小中,意味なし,none
小虫,意味なし,none
小町,意味なし,none
小天,意味なし,none
小田,おだ,surname
小土,意味なし,none
小二,意味なし,none
小日,意味なし,none
小入,こいり,general
小年,意味なし,none
小白,意味なし,none
小八,意味なし,none
小百,意味なし,none
小文,こもん,general
小木,こぎ,surname
小本,意味なし,none
小名,こな,general
小目,こめ,general
小立,こだて,general
小力,しょうりき,general
小林,こばやし,surname
小六,意味なし,none
上一,意味なし,none
上右,意味なし,none
上雨,意味なし,none
上円,意味なし,none
上王,意味なし,none
上音,意味なし,none
上下,じょうげ,general
上火,じょうか,general
上花,意味なし,none
上貝,意味なし,none
上学,意味なし,none
上気,じょうき,general
上九,意味なし,none
上休,意味なし,none
上玉,意味なし,none
上金,じょうきん,general
上空,じょうくう,general
上月,意味なし,none
上犬,意味なし,none
上見,意味なし,none
上五,意味なし,none
上口,意味なし,none
上校,意味なし,none
上左,意味なし,none
上三,意味なし,none
上山,うえやま,surname
上子,意味なし,none
上四,意味なし,none
上糸,意味なし,none
上字,意味なし,none
上耳,意味なし,none
上七,意味なし,none
上車,意味なし,none
上手,じょうず・うわて,general
上十,意味なし,none
上出,じょうしゅつ,general
上女,意味なし,none
上小,意味なし,none
上森,意味なし,none
上人,しょうにん,general
上水,じょうすい,general
上正,意味なし,none
上生,意味なし,none
上青,意味なし,none
上夕,意味なし,none
上石,意味なし,none
上赤,意味なし,none
上千,意味なし,none
上川,意味なし,none
上先,意味なし,none
上早,意味なし,none
上草,意味なし,none
上足,意味なし,none
上村,意味なし,none
上大,意味なし,none
上男,意味なし,none
上竹,意味なし,none
上中,じょうちゅう,general
上虫,意味なし,none
上町,意味なし,none
上天,意味なし,none
上田,うえだ,surname
上土,意味なし,none
上二,意味なし,none
上日,意味なし,none
上入,意味なし,none
上年,意味なし,none
上白,意味なし,none
上八,意味なし,none
上百,意味なし,none
上文,意味なし,none
上木,意味なし,none
上本,意味なし,none
上名,意味なし,none
上目,うわめ,general
上立,意味なし,none
上力,意味なし,none
上林,意味なし,none
上六,意味なし,none
森一,意味なし,none
森右,意味なし,none
森雨,意味なし,none
森円,意味なし,none
森王,意味なし,none
森音,意味なし,none
森下,意味なし,none
森火,意味なし,none
森花,意味なし,none
森貝,意味なし,none
森学,意味なし,none
森気,意味なし,none
森九,意味なし,none
森休,意味なし,none
森玉,意味なし,none
森金,意味なし,none
森空,意味なし,none
森月,意味なし,none
森犬,意味なし,none
森見,意味なし,none
森五,意味なし,none
森口,意味なし,none
森校,意味なし,none
森左,意味なし,none
森三,意味なし,none
森山,もりやま,surname
森子,意味なし,none
森四,意味なし,none
森糸,意味なし,none
森字,意味なし,none
森耳,意味なし,none
森七,意味なし,none
森車,意味なし,none
森手,意味なし,none
森十,意味なし,none
森出,意味なし,none
森女,意味なし,none
森小,意味なし,none
森上,意味なし,none
森人,意味なし,none
森水,意味なし,none
森正,意味なし,none
森生,意味なし,none
森青,意味なし,none
森夕,意味なし,none
森石,意味なし,none
森赤,意味なし,none
森千,意味なし,none
森川,もりかわ,surname
森先,意味なし,none
森早,意味なし,none
森草,意味なし,none
森足,意味なし,none
森村,意味なし,none
森大,意味なし,none
森男,意味なし,none
森竹,意味なし,none
森中,もりなか,surname
森虫,意味なし,none
森町,意味なし,none
森天,意味なし,none
森田,もりた,surname
森土,意味なし,none
森二,意味なし,none
森日,意味なし,none
森入,意味なし,none
森年,意味なし,none
森白,意味なし,none
森八,意味なし,none
森百,意味なし,none
森文,意味なし,none
森木,意味なし,none
森本,もりもと,surname
森名,意味なし,none
森目,意味なし,none
森立,意味なし,none
森力,意味なし,none
森林,しんりん,general
森六,意味なし,none
人一,意味なし,none
人右,意味なし,none
人雨,意味なし,none
人円,意味なし,none
人王,意味なし,none
人音,意味なし,none
人下,意味なし,none
人火,意味なし,none
人花,意味なし,none
人貝,意味なし,none
人学,じんがく,general
人気,にんき,general
人九,意味なし,none
人休,意味なし,none
人玉,意味なし,none
人金,じんきん,general
人空,じんくう,general
人月,意味なし,none
人犬,意味なし,none
人見,ひとみ,surname
人五,意味なし,none
人口,じんこう,general
人校,意味なし,none
人左,意味なし,none
人三,意味なし,none
人山,ひとやま,general
人子,意味なし,none
人四,意味なし,none
人糸,意味なし,none
人字,意味なし,none
人耳,意味なし,none
人七,意味なし,none
人車,じんしゃ,general
人手,ひとで,general
人十,意味なし,none
人出,ひとで,general
人女,意味なし,none
人小,意味なし,none
人上,意味なし,none
人森,意味なし,none
人水,意味なし,none
人正,意味なし,none
人生,じんせい,general
人青,意味なし,none
人夕,意味なし,none
人石,意味なし,none
人赤,意味なし,none
人千,意味なし,none
人川,ひとかわ,surname
人先,意味なし,none
人早,意味なし,none
人草,意味なし,none
人足,にんそく,general
人村,意味なし,none
人大,意味なし,none
人男,意味なし,none
人竹,意味なし,none
人中,じんちゅう,general
人虫,意味なし,none
人町,意味なし,none
人天,にんてん,general
人田,ひとだ,surname
人土,じんど,general
人二,意味なし,none
人日,意味なし,none
人入,じんにゅう,general
人年,意味なし,none
人白,意味なし,none
人八,意味なし,none
人百,意味なし,none
人文,意味なし,none
人木,意味なし,none
人本,意味なし,none
人名,じんめい,general
人目,ひとめ,general
人立,意味なし,none
人力,じんりき,general
人林,意味なし,none
人六,意味なし,none
水一,意味なし,none
水右,意味なし,none
水雨,意味なし,none
水円,意味なし,none
水王,意味なし,none
水音,意味なし,none
水下,すいか,general
水火,すいか,general
水花,意味なし,none
水貝,意味なし,none
水学,意味なし,none
水気,みずけ,general
水九,意味なし,none
水休,意味なし,none
水玉,みずたま,general
水金,すいきん/水曜金曜,general
水空,意味なし,none
水月,すいげつ,general
水犬,意味なし,none
水見,意味なし,none
水五,意味なし,none
水口,みなくち,surname
水校,意味なし,none
水左,意味なし,none
水三,意味なし,none
水山,みずやま,surname
水子,意味なし,none
水四,意味なし,none
水糸,意味なし,none
水字,意味なし,none
水耳,意味なし,none
水七,意味なし,none
水車,すいしゃ,general
水手,かこ/船員,general
水十,意味なし,none
水出,みずで,general
水女,意味なし,none
水小,意味なし,none
水上,すいじょう・みなかみ,general
水森,意味なし,none
水人,意味なし,none
水正,意味なし,none
水生,すいせい,general
水青,意味なし,none
水夕,意味なし,none
水石,すいせき,general
水赤,意味なし,none
水千,意味なし,none
水川,みずかわ,surname
水先,意味なし,none
水早,意味なし,none
水草,みずくさ,general
水足,意味なし,none
水村,みずむら,surname
水大,意味なし,none
水男,意味なし,none
水竹,意味なし,none
水中,すいちゅう,general
水虫,みずむし,general
水町,意味なし,none
水天,すいてん,general
水田,すいでん,general
水土,すいど,general
水二,意味なし,none
水日,すいじつ,general
水入,みずいり,general
水年,意味なし,none
水白,意味なし,none
水八,意味なし,none
水百,意味なし,none
水文,すいもん,general
水木,みずき,general
水本,みずもと,surname
水名,意味なし,none
水目,意味なし,none
水立,意味なし,none
水力,すいりょく,general
水林,意味なし,none
水六,意味なし,none
正一,意味なし,none
正右,意味なし,none
正雨,意味なし,none
正円,意味なし,none
正王,意味なし,none
正音,意味なし,none
正下,意味なし,none
正火,しょうか,general
正花,意味なし,none
正貝,意味なし,none
正学,意味なし,none
正気,しょうき,general
正九,意味なし,none
正休,意味なし,none
正玉,意味なし,none
正金,しょうきん,general
正空,意味なし,none
正月,しょうがつ,general
正犬,意味なし,none
正見,意味なし,none
正五,意味なし,none
正口,意味なし,none
正校,意味なし,none
正左,意味なし,none
正三,意味なし,none
正山,まさやま,surname
正子,意味なし,none
正四,意味なし,none
正糸,意味なし,none
正字,意味なし,none
正耳,意味なし,none
正七,意味なし,none
正車,意味なし,none
正手,意味なし,none
正十,意味なし,none
正出,意味なし,none
正女,意味なし,none
正小,意味なし,none
正上,意味なし,none
正森,意味なし,none
正人,せいじん,general
正水,意味なし,none
正生,意味なし,none
正青,意味なし,none
正夕,意味なし,none
正石,意味なし,none
正赤,意味なし,none
正千,意味なし,none
正川,まさかわ,surname
正先,意味なし,none
正早,意味なし,none
正草,意味なし,none
正足,意味なし,none
正村,まさむら,surname
正大,せいだい,general
正男,意味なし,none
正竹,意味なし,none
正中,せいちゅう,general
正虫,意味なし,none
正町,意味なし,none
正天,意味なし,none
正田,しょうだ,surname
正土,意味なし,none
正二,意味なし,none
正日,せいじつ,general
正入,意味なし,none
正年,意味なし,none
正白,意味なし,none
正八,意味なし,none
正百,意味なし,none
正文,せいぶん,general
正木,まさき,surname
正本,せいほん,general
正名,せいめい,general
正目,まさめ,general
正立,せいりつ,general
正力,しょうりき,surname
正林,意味なし,none
正六,意味なし,none
生一,意味なし,none
生右,意味なし,none
生雨,意味なし,none
生円,意味なし,none
生王,意味なし,none
生音,意味なし,none
生下,意味なし,none
生火,なまび,general
生花,いけばな・せいか,general
生貝,意味なし,none
生学,意味なし,none
生気,せいき,general
生九,意味なし,none
生休,意味なし,none
生玉,意味なし,none
生金,なまがね,general
生空,意味なし,none
生月,せいげつ,general
生犬,意味なし,none
生見,意味なし,none
生五,意味なし,none
生口,いけくち,general
生校,意味なし,none
生左,意味なし,none
生三,意味なし,none
生山,いくやま,surname
生子,意味なし,none
生四,意味なし,none
生糸,きいと,general
生字,意味なし,none
生耳,なまみみ,general
生七,意味なし,none
生車,意味なし,none
生手,意味なし,none
生十,意味なし,none
生出,おいで,surname
生女,意味なし,none
生小,意味なし,none
生上,意味なし,none
生森,意味なし,none
生人,せいじん,general
生水,なまみず,general
生正,意味なし,none
生青,意味なし,none
生夕,意味なし,none
生石,なまいし,general
生赤,意味なし,none
生千,意味なし,none
生川,いくかわ,surname
生先,うまれさき,general
生早,意味なし,none
生草,意味なし,none
生足,なまあし,general
生村,いくむら,surname
生大,意味なし,none
生男,意味なし,none
生竹,なまたけ,general
生中,なまちゅう,general
生虫,意味なし,none
生町,意味なし,none
生天,意味なし,none
生田,いくた,surname
生土,なまつち,general
生二,意味なし,none
生日,せいじつ,general
生入,意味なし,none
生年,せいねん,general
生白,意味なし,none
生八,意味なし,none
生百,意味なし,none
生文,意味なし,none
生木,なまき,general
生本,意味なし,none
生名,意味なし,none
生目,意味なし,none
生立,せいりつ,general
生力,意味なし,none
生林,意味なし,none
生六,意味なし,none
青一,意味なし,none
青右,意味なし,none
青雨,意味なし,none
青円,意味なし,none
青王,意味なし,none
青音,意味なし,none
青下,意味なし,none
青火,あおび,general
青花,意味なし,none
青貝,意味なし,none
青学,意味なし,none
青気,意味なし,none
青九,意味なし,none
青休,意味なし,none
青玉,意味なし,none
青金,あおがね,general
青空,あおぞら,general
青月,意味なし,none
青犬,意味なし,none
青見,意味なし,none
青五,意味なし,none
青口,意味なし,none
青校,意味なし,none
青左,意味なし,none
青三,意味なし,none
青山,あおやま,surname
青子,意味なし,none
青四,意味なし,none
青糸,意味なし,none
青字,意味なし,none
青耳,意味なし,none
青七,意味なし,none
青車,意味なし,none
青手,意味なし,none
青十,意味なし,none
青出,意味なし,none
青女,意味なし,none
青小,意味なし,none
青上,意味なし,none
青森,意味なし,none
青人,意味なし,none
青水,あおみず,general
青正,意味なし,none
青生,意味なし,none
青夕,意味なし,none
青石,意味なし,none
青赤,あおあか,general
青千,意味なし,none
青川,意味なし,none
青先,意味なし,none
青早,意味なし,none
青草,あおくさ,general
青足,意味なし,none
青村,意味なし,none
青大,意味なし,none
青男,意味なし,none
青竹,あおだけ,general
青中,意味なし,none
青虫,あおむし,general
青町,意味なし,none
青天,せいてん,general
青田,あおた,surname
青土,意味なし,none
青二,意味なし,none
青日,意味なし,none
青入,意味なし,none
青年,せいねん,general
青白,あおじろ,general
青八,意味なし,none
青百,意味なし,none
青文,意味なし,none
青木,あおき,surname
青本,意味なし,none
青名,意味なし,none
青目,意味なし,none
青立,意味なし,none
青力,意味なし,none
青林,意味なし,none
青六,意味なし,none
夕一,意味なし,none
夕右,意味なし,none
夕雨,ゆうさめ,general
夕円,意味なし,none
夕王,意味なし,none
夕音,意味なし,none
夕下,意味なし,none
夕火,ゆうひ,general
夕花,意味なし,none
夕貝,意味なし,none
夕学,意味なし,none
夕気,意味なし,none
夕九,意味なし,none
夕休,意味なし,none
夕玉,意味なし,none
夕金,意味なし,none
夕空,ゆうぞら,general
夕月,ゆうづき,general
夕犬,意味なし,none
夕見,意味なし,none
夕五,意味なし,none
夕口,意味なし,none
夕校,意味なし,none
夕左,意味なし,none
夕三,意味なし,none
夕山,ゆうやま,surname
夕子,意味なし,none
夕四,意味なし,none
夕糸,意味なし,none
夕字,意味なし,none
夕耳,意味なし,none
夕七,意味なし,none
夕車,意味なし,none
夕手,意味なし,none
夕十,意味なし,none
夕出,意味なし,none
夕女,意味なし,none
夕小,意味なし,none
夕上,意味なし,none
夕森,意味なし,none
夕人,意味なし,none
夕水,意味なし,none
夕正,意味なし,none
夕生,意味なし,none
夕青,意味なし,none
夕石,意味なし,none
夕赤,意味なし,none
夕千,意味なし,none
夕川,ゆうかわ,surname
夕先,意味なし,none
夕早,意味なし,none
夕草,意味なし,none
夕足,意味なし,none
夕村,意味なし,none
夕大,意味なし,none
夕男,意味なし,none
夕竹,意味なし,none
夕中,意味なし,none
夕虫,意味なし,none
夕町,意味なし,none
夕天,意味なし,none
夕田,ゆうだ,surname
夕土,意味なし,none
夕二,意味なし,none
夕日,ゆうひ,general
夕入,意味なし,none
夕年,意味なし,none
夕白,意味なし,none
夕八,意味なし,none
夕百,意味なし,none
夕文,意味なし,none
夕木,意味なし,none
夕本,意味なし,none
夕名,意味なし,none
夕目,意味なし,none
夕立,ゆうだち,general
夕力,意味なし,none
夕林,意味なし,none
夕六,意味なし,none
石一,意味なし,none
石右,意味なし,none
石雨,意味なし,none
石円,意味なし,none
石王,意味なし,none
石音,意味なし,none
石下,意味なし,none
石火,せっか,general
石花,意味なし,none
石貝,意味なし,none
石学,意味なし,none
石気,せっき,general
石九,意味なし,none
石休,意味なし,none
石玉,意味なし,none
石金,いしがね,general
石空,意味なし,none
石月,意味なし,none
石犬,意味なし,none
石見,意味なし,none
石五,意味なし,none
石口,意味なし,none
石校,意味なし,none
石左,意味なし,none
石三,意味なし,none
石山,いしやま,surname
石子,意味なし,none
石四,意味なし,none
石糸,意味なし,none
石字,意味なし,none
石耳,意味なし,none
石七,意味なし,none
石車,意味なし,none
石手,意味なし,none
石十,意味なし,none
石出,意味なし,none
石女,意味なし,none
石小,意味なし,none
石上,意味なし,none
石森,意味なし,none
石人,せきじん,general
石水,いしみず,general
石正,意味なし,none
石生,意味なし,none
石青,意味なし,none
石夕,意味なし,none
石赤,いしあか,general
石千,いしせん,general
石川,いしかわ,surname
石先,意味なし,none
石早,意味なし,none
石草,意味なし,none
石足,意味なし,none
石村,いしむら,surname
石大,意味なし,none
石男,意味なし,none
石竹,せきちく/花,general
石中,いしなか,surname
石虫,意味なし,none
石町,意味なし,none
石天,意味なし,none
石田,いしだ,surname
石土,いしつち,general
石二,意味なし,none
石日,意味なし,none
石入,意味なし,none
石年,意味なし,none
石白,意味なし,none
石八,意味なし,none
石百,意味なし,none
石文,せきぶん,general
石木,意味なし,none
石本,いしもと,surname
石名,意味なし,none
石目,いしめ,general
石立,意味なし,none
石力,意味なし,none
石林,いしばやし,surname
石六,意味なし,none
赤一,意味なし,none
赤右,意味なし,none
赤雨,意味なし,none
赤円,意味なし,none
赤王,意味なし,none
赤音,意味なし,none
赤下,意味なし,none
赤火,あかび,general
赤花,意味なし,none
赤貝,あかがい,general
赤学,意味なし,none
赤気,意味なし,none
赤九,意味なし,none
赤休,意味なし,none
赤玉,意味なし,none
赤金,あかがね/銅,general
赤空,意味なし,none
赤月,意味なし,none
赤犬,意味なし,none
赤見,意味なし,none
赤五,意味なし,none
赤口,意味なし,none
赤校,意味なし,none
赤左,意味なし,none
赤三,意味なし,none
赤山,あかやま,surname
赤子,意味なし,none
赤四,意味なし,none
赤糸,意味なし,none
赤字,あかじ,general
赤耳,意味なし,none
赤七,意味なし,none
赤車,意味なし,none
赤手,意味なし,none
赤十,意味なし,none
赤出,意味なし,none
赤女,意味なし,none
赤小,意味なし,none
赤上,意味なし,none
赤森,意味なし,none
赤人,意味なし,none
赤水,あかみず,general
赤正,意味なし,none
赤生,意味なし,none
赤青,あかあお,general
赤夕,意味なし,none
赤石,あかいし,surname
赤千,意味なし,none
赤川,あかがわ,surname
赤先,意味なし,none
赤早,意味なし,none
赤草,意味なし,none
赤足,意味なし,none
赤村,あかむら,surname
赤大,意味なし,none
赤男,意味なし,none
赤竹,意味なし,none
赤中,意味なし,none
赤虫,あかむし,general
赤町,意味なし,none
赤天,意味なし,none
赤田,あかだ,surname
赤土,あかつち,general
赤二,意味なし,none
赤日,意味なし,none
赤入,意味なし,none
赤年,意味なし,none
赤白,あかしろ,general
赤八,意味なし,none
赤百,意味なし,none
赤文,意味なし,none
赤木,あかぎ,surname
赤本,意味なし,none
赤名,意味なし,none
赤目,あかめ,general
赤立,意味なし,none
赤力,意味なし,none
赤林,意味なし,none
赤六,意味なし,none
千一,意味なし,none
千右,意味なし,none
千雨,意味なし,none
千円,せんえん,number
千王,意味なし,none
千音,意味なし,none
千下,意味なし,none
千火,せんか,general
千花,意味なし,none
千貝,意味なし,none
千学,意味なし,none
千気,意味なし,none
千九,意味なし,none
千休,意味なし,none
千玉,意味なし,none
千金,せんきん,general
千空,意味なし,none
千月,意味なし,none
千犬,意味なし,none
千見,意味なし,none
千五,意味なし,none
千口,意味なし,none
千校,意味なし,none
千左,意味なし,none
千三,意味なし,none
千山,せんざん,general
千子,意味なし,none
千四,意味なし,none
千糸,意味なし,none
千字,意味なし,none
千耳,意味なし,none
千七,意味なし,none
千車,意味なし,none
千手,せんじゅ,general
千十,意味なし,none
千出,意味なし,none
千女,意味なし,none
千小,意味なし,none
千上,意味なし,none
千森,意味なし,none
千人,せんにん,number
千水,意味なし,none
千正,意味なし,none
千生,意味なし,none
千青,意味なし,none
千夕,意味なし,none
千石,せんごく,surname
千赤,意味なし,none
千川,せんかわ,surname
千先,意味なし,none
千早,意味なし,none
千草,ちぐさ,general
千足,意味なし,none
千村,ちむら,surname
千大,意味なし,none
千男,意味なし,none
千竹,意味なし,none
千中,意味なし,none
千虫,意味なし,none
千町,意味なし,none
千天,意味なし,none
千田,ちだ,surname
千土,意味なし,none
千二,意味なし,none
千日,せんにち,number
千入,意味なし,none
千年,せんねん,number
千白,意味なし,none
千八,意味なし,none
千百,せんひゃく,number
千文,意味なし,none
千木,意味なし,none
千本,せんぼん,number
千名,意味なし,none
千目,意味なし,none
千立,意味なし,none
千力,意味なし,none
千林,意味なし,none
千六,意味なし,none
川一,意味なし,none
川右,意味なし,none
川雨,意味なし,none
川円,意味なし,none
川王,意味なし,none
川音,意味なし,none
川下,かわしも,general
川火,意味なし,none
川花,意味なし,none
川貝,意味なし,none
川学,意味なし,none
川気,意味なし,none
川九,意味なし,none
川休,意味なし,none
川玉,かわたま,general
川金,かわかね,general
川空,かわぞら,general
川月,かわつき,surname
川犬,意味なし,none
川見,かわみ,surname
川五,意味なし,none
川口,かわぐち,surname
川校,意味なし,none
川左,意味なし,none
川三,意味なし,none
川山,かわやま,surname
川子,かわこ,surname
川四,意味なし,none
川糸,かわいと,general
川字,意味なし,none
川耳,意味なし,none
川七,意味なし,none
川車,かわぐるま,general
川手,かわて,general
川十,意味なし,none
川出,かわで,general
川女,かわめ,general
川小,意味なし,none
川上,かわかみ,general
川森,意味なし,none
川人,かわと,surname
川水,かわみず,general
川正,かわまさ,surname
川生,かわお,general
川青,意味なし,none
川夕,かわゆう,general
川石,かわいし,general
川赤,意味なし,none
川千,かわせん,general
川先,かわさき,surname
川早,意味なし,none
川草,かわくさ,general
川足,かわあし,general
川村,かわむら,surname
川大,意味なし,none
川男,かわお,general
川竹,かわたけ,surname
川中,かわなか,general
川虫,かわむし,general
川町,かわまち,general
川天,意味なし,none
川田,かわた,surname
川土,意味なし,none
川二,かわに,general
川日,かわひ,general
川入,かわいり,general
川年,かわとし,general
川白,意味なし,none
川八,かわはち,general
川百,かわもも,general
川文,かわぶん,general
川木,かわき,surname
川本,かわもと,surname
川名,かわな,surname
川目,かわめ,surname
川立,意味なし,none
川力,かわりき,general
川林,かわばやし,surname
川六,意味なし,none
先一,意味なし,none
先右,意味なし,none
先雨,意味なし,none
先円,意味なし,none
先王,意味なし,none
先音,意味なし,none
先下,意味なし,none
先火,せんか,general
先花,意味なし,none
先貝,意味なし,none
先学,意味なし,none
先気,意味なし,none
先九,意味なし,none
先休,意味なし,none
先玉,意味なし,none
先金,さきがね,general
先空,意味なし,none
先月,せんげつ,general
先犬,意味なし,none
先見,意味なし,none
先五,意味なし,none
先口,意味なし,none
先校,意味なし,none
先左,意味なし,none
先三,意味なし,none
先山,さきやま,surname
先子,意味なし,none
先四,意味なし,none
先糸,意味なし,none
先字,意味なし,none
先耳,意味なし,none
先七,意味なし,none
先車,意味なし,none
先手,せんて,general
先十,意味なし,none
先出,意味なし,none
先女,意味なし,none
先小,意味なし,none
先上,意味なし,none
先森,意味なし,none
先人,せんじん,general
先水,意味なし,none
先正,意味なし,none
先生,せんせい,general
先青,意味なし,none
先夕,意味なし,none
先石,意味なし,none
先赤,意味なし,none
先千,意味なし,none
先川,さきかわ,surname
先早,意味なし,none
先草,意味なし,none
先足,意味なし,none
先村,意味なし,none
先大,意味なし,none
先男,意味なし,none
先竹,意味なし,none
先中,意味なし,none
先虫,意味なし,none
先町,意味なし,none
先天,意味なし,none
先田,さきだ,surname
先土,意味なし,none
先二,意味なし,none
先日,せんじつ,general
先入,せんにゅう,general
先年,せんねん,general
先白,意味なし,none
先八,意味なし,none
先百,意味なし,none
先文,意味なし,none
先木,意味なし,none
先本,意味なし,none
先名,意味なし,none
先目,意味なし,none
先立,せんりつ,general
先力,意味なし,none
先林,意味なし,none
先六,意味なし,none
早一,意味なし,none
早右,意味なし,none
早雨,意味なし,none
早円,意味なし,none
